IA1	IA2	IB1	averageP	sdp	overlap	direction
mild dizziness	severe change in appetite	refdist	0.488225989807918	0.0119934611148543	0.976451979615837	-1
mild high blood pressure	mild abnormal bruising	refdist	0.508352096273292	0.00908926575211996	0.983295807453416	1
mild sneezing	severe difficulty breathing	refdist	0.600898097826087	0.00889882677925767	0.798203804347826	1
severe localized pain	severe eye irritation	refdist	0.594060194174757	0.00930639926918508	0.811879611650485	1
mild diarrhea	mild dry mouth	refdist	0.506827599611273	0.00906469315257646	0.986344800777454	1
severe slurred speech	severe change in weight	refdist	0.553508723779651	0.00948423131972206	0.892982552440698	1
mild constipation	severe dizziness	refdist	0.547396424407307	0.00908098349011148	0.905207151185387	1
severe memory problems	severe constipation	refdist	0.640346348096348	0.00891980004413301	0.719307303807304	1
severe eye irritation	severe fever	refdist	0.553687316212507	0.0129240802543026	0.892625367574985	1
mild abnormal bruising	severe dizziness	refdist	0.537460940536339	0.00939446853687614	0.925078118927322	1
mild localized numbness	mild difficulty hearing	refdist	0.50796250971251	0.00947822273300142	0.984074980574981	1
mild localized pain	severe abnormal bruising	refdist	0.537638554216867	0.00920222552670635	0.924722891566265	1
mild sneezing	severe constipation	refdist	0.523575951825952	0.00896071913196463	0.952848096348096	1
mild change in appetite	severe generalized pain	refdist	0.551238823529412	0.00923625936787815	0.897522352941176	1
mild dizziness	severe fever	refdist	0.546390043120345	0.0120132165841115	0.90721991375931	1
mild high blood pressure	severe eye irritation	refdist	0.52709916553464	0.0090942874787065	0.94580166893072	1
mild eye irritation	severe sneezing	refdist	0.465880684026428	0.00906589727600913	0.931761368052857	-1
mild abnormal bruising	severe memory problems	refdist	0.614544571761507	0.00913268138963405	0.770910856476986	1
mild abnormal sweating	severe daytime drowsiness	refdist	0.523052937754508	0.00915233336012502	0.953894124490983	1
mild localized numbness	severe localized pain	refdist	0.588500291318703	0.00935347116697645	0.822999417362595	1
mild difficulty sleeping	severe generalized pain	refdist	0.593823289269051	0.00951027720014425	0.812353421461897	1
severe abnormal sweating	severe difficulty breathing	refdist	0.630086119751166	0.00865491836180763	0.739827760497667	1
mild dizziness	severe difficulty seeing	refdist	0.617308483789555	0.00930661674893691	0.765383032420889	1
severe eye irritation	severe dizziness	refdist	0.556388770157373	0.00938052011430506	0.887222459685254	1
mild localized numbness	severe daytime drowsiness	refdist	0.534724626431205	0.00921738768431432	0.93055074713759	1
mild difficulty seeing	severe change in weight	refdist	0.524613409135464	0.00965834240215746	0.950773181729073	1
mild slurred speech	severe localized pain	refdist	0.592460567210567	0.00958001525438182	0.815078865578866	1
mild headache	severely abnormal mole	refdist	0.461510184097141	0.00914141661933152	0.923020368194281	-1
severe rash	severe difficulty seeing	refdist	0.615893354244266	0.0099112563311074	0.768213291511468	1
mild constipation	mild change in weight	refdist	0.470269947069202	0.00924572881987405	0.940539894138404	-1
severe constipation	severe localized bleeding	refdist	0.629045639930084	0.00925341236344338	0.741908720139833	1
mild difficulty hearing	severe diarrhea	refdist	0.545956699029126	0.00890378245701369	0.908086601941748	1
mild abnormal bruising	severe localized numbness	refdist	0.53613172721974	0.00909783377442532	0.927736545560521	1
mildly abnormal mole	severe coughing	refdist	0.51692039704165	0.00973990559048233	0.966159205916699	1
mild abnormal sweating	mildly abnormal mole	refdist	0.433509126213592	0.00878193480372907	0.867018252427184	-1
severely abnormal mole	severe difficulty breathing	refdist	0.619658195926285	0.00968882525880067	0.76068360814743	1
severe diarrhea	severe dry mouth	refdist	0.53218540089303	0.00908030380585388	0.935629198213939	1
mild skin discoloration	severe diarrhea	refdist	0.522263872720217	0.00929395293830399	0.955472254559565	1
mild fever	severe daytime drowsiness	refdist	0.52867972575906	0.00917330093413436	0.94264054848188	1
severe rash	severe coughing	refdist	0.538345111896349	0.0104810601107073	0.923309776207303	1
severe constipation	severe generalized pain	refdist	0.599150242954325	0.00951910842948171	0.801699514091351	1
mild skin discoloration	severe slurred speech	refdist	0.545421859833042	0.00923783047202914	0.909156280333916	1
mild localized numbness	severe change in appetite	refdist	0.500275632228975	0.00894834132414903	0.99944873554205	1
severe high blood pressure	severe change in appetite	refdist	0.570450156985871	0.0095723481819993	0.859099686028257	1
mild difficulty hearing	mild sneezing	refdist	0.493135392385392	0.00926983701368224	0.986270784770785	-1
mild localized pain	severe slurred speech	refdist	0.565371867107053	0.00921527918671765	0.869256265785895	1
mild generalized pain	severe headache	refdist	0.567240933150363	0.012476735046169	0.865518133699275	1
severe high blood pressure	severe difficulty sleeping	refdist	0.615831130975515	0.0089200520231089	0.76833773804897	1
mild dry mouth	severe eye irritation	refdist	0.504063895902117	0.00926594312284792	0.991872208195766	1
severe eye irritation	severe difficulty seeing	refdist	0.624582912621359	0.00905752600021571	0.750834174757282	1
mild eye irritation	severe abnormal sweating	refdist	0.507845914396887	0.00936952485579696	0.984308171206226	1
mild slurred speech	severely abnormal mole	refdist	0.510241459627329	0.00945370889276087	0.979517080745342	1
mild change in appetite	severe eye irritation	refdist	0.487153183153771	0.00901215072253279	0.974306366307542	-1
mild slurred speech	severe eye irritation	refdist	0.526516893203884	0.0094058713663509	0.946966213592233	1
mild localized pain	severely abnormal mole	refdist	0.49605201863354	0.0093161273759267	0.992104037267081	-1
mild difficulty hearing	mild fever	refdist	0.513738678690453	0.00897422398235506	0.972522642619094	1
mild rash	mild difficulty hearing	refdist	0.511057058823529	0.00949012851548963	0.977885882352941	1
severe localized bleeding	severe slurred speech	refdist	0.63202116915906	0.00874605460255955	0.73595766168188	1
mild abnormal bruising	severe localized bleeding	refdist	0.602879029126214	0.00940927523298555	0.794241941747573	1
severe headache	severe difficulty sleeping	refdist	0.613807843137255	0.00951159218022673	0.77238431372549	1
mild difficulty sleeping	severely abnormal mole	refdist	0.522574563106796	0.00980549840654776	0.954850873786408	1
mild fever	severe change in weight	refdist	0.467836201780415	0.0129880790035267	0.935672403560831	-1
mild eye irritation	mild difficulty hearing	refdist	0.512733773804897	0.0093845092771132	0.974532452390206	1
mild change in weight	severe difficulty seeing	refdist	0.602293725490196	0.0094735170422151	0.795412549019608	1
mild difficulty seeing	mild daytime drowsiness	refdist	0.526710730948678	0.00919349457691913	0.946578538102644	1
mild constipation	severe difficulty breathing	refdist	0.622741653726708	0.00868281588022137	0.754516692546584	1
mild constipation	mild fever	refdist	0.475593768371546	0.0119720040476188	0.951187536743092	-1
mild difficulty seeing	severe eye irritation	refdist	0.539694697999612	0.00906365147372692	0.920610604000777	1
severe abnormal bruising	severe headache	refdist	0.572175004904846	0.013101459626468	0.855649990190308	1
severe abnormal sweating	severe headache	refdist	0.567087391987431	0.0124286169559498	0.865825216025137	1
mild coughing	severe constipation	refdist	0.537460135790495	0.00899820224678913	0.925079728419011	1
mild high blood pressure	severe abnormal bruising	refdist	0.542126626529423	0.00879007944681159	0.915746746941154	1
mild diarrhea	severe difficulty hearing	refdist	0.594538655788656	0.00901198261898064	0.810922688422688	1
severe abnormal sweating	severe dizziness	refdist	0.554561697158427	0.00933162148175496	0.890876605683145	1
mild localized bleeding	mild sneezing	refdist	0.518881507381507	0.00890350181165776	0.962236985236985	1
mild coughing	severe generalized pain	refdist	0.574632518432286	0.00882309036047058	0.850734963135429	1
mild constipation	severe diarrhea	refdist	0.537913043478261	0.00891081056117091	0.924173913043478	1
mild headache	severe change in weight	refdist	0.447854825949367	0.0123736469022016	0.895709651898734	-1
mild difficulty breathing	mild change in weight	refdist	0.558427590266876	0.00941628928270514	0.883144819466248	1
mild eye irritation	severe constipation	refdist	0.542883598911776	0.00955267710868522	0.914232802176448	1
mild skin discoloration	severe constipation	refdist	0.530478834951456	0.00959592532034443	0.939042330097087	1
severe memory problems	severe sneezing	refdist	0.619574009324009	0.00915432644800792	0.760851981351981	1
mild coughing	mild sneezing	refdist	0.42667500484778	0.00877152158027295	0.853350009695559	-1
mild constipation	mild dry mouth	refdist	0.467968142968143	0.0089086860411227	0.935936285936286	-1
severe difficulty seeing	severe dizziness	refdist	0.631345578231293	0.00879116536423248	0.737308843537415	1
mild headache	severe daytime drowsiness	refdist	0.523021543282413	0.00915229372891052	0.953956913435174	1
mild constipation	mild headache	refdist	0.475022923197492	0.00940534416511104	0.950045846394984	-1
mild difficulty breathing	severe difficulty hearing	refdist	0.596025650991061	0.00942796058337658	0.807948698017878	1
mild difficulty seeing	severe localized pain	refdist	0.596561492131339	0.0093995140473648	0.806877015737323	1
mild diarrhea	mild sneezing	refdist	0.498955710955711	0.00921838794346755	0.997911421911422	-1
mild daytime drowsiness	severely abnormal mole	refdist	0.464918819188192	0.00945706334459333	0.929837638376384	-1
mild fever	mild slurred speech	refdist	0.483509212073697	0.0123788984639704	0.967018424147393	-1
mild abnormal sweating	mild daytime drowsiness	refdist	0.45954213592233	0.00930850773126867	0.91908427184466	-1
severe abnormal bruising	severe coughing	refdist	0.549814555360965	0.0100155222942377	0.90037088927807	1
mild change in weight	severe difficulty hearing	refdist	0.57285103880831	0.00935183836911966	0.854297922383379	1
mild localized numbness	mild coughing	refdist	0.491436494085709	0.00897480786612343	0.982872988171417	-1
mild eye irritation	severe fever	refdist	0.541951157316595	0.0129869255488993	0.916097685366811	1
severe generalized pain	severe slurred speech	refdist	0.602896209912536	0.00920979821154752	0.794207580174927	1
mild localized bleeding	mild difficulty seeing	refdist	0.552952973183055	0.00927659806206529	0.89409405363389	1
severe difficulty hearing	severe daytime drowsiness	refdist	0.596510865347303	0.00917259094003528	0.806978269305394	1
mild eye irritation	mild daytime drowsiness	refdist	0.46633851837449	0.00908234580897634	0.932677036748979	-1
severe localized bleeding	severe change in appetite	refdist	0.61330150950794	0.00903997777200682	0.773396980984121	1
mild difficulty hearing	severe difficulty breathing	refdist	0.631348737864078	0.00875049344461504	0.737302524271845	1
mildly abnormal mole	severe abnormal sweating	refdist	0.490691514207863	0.00953924967214028	0.981383028415726	-1
mild fever	severe diarrhea	refdist	0.535953761755486	0.00913640791280899	0.928092476489028	1
mild difficulty sleeping	severe skin discoloration	refdist	0.529874416796267	0.00910124577762836	0.940251166407465	1
mild fever	severe memory problems	refdist	0.62259662877303	0.00880810060048026	0.75480674245394	1
mild memory problems	mild fever	refdist	0.558274652029014	0.00905611601777552	0.883450695941972	1
mild difficulty hearing	severe localized pain	refdist	0.592982902661745	0.00908791665868358	0.814034194676511	1
mild change in appetite	severe slurred speech	refdist	0.528551744413955	0.0096838617049023	0.942896511172089	1
severely abnormal mole	severe coughing	refdist	0.533525364431487	0.00995076938343666	0.932949271137026	1
mild daytime drowsiness	severe localized bleeding	refdist	0.608855421686747	0.00944975644636016	0.782289156626506	1
mild rash	severe difficulty breathing	refdist	0.618528017241379	0.00881464626022113	0.762943965517241	1
severely abnormal mole	severe difficulty hearing	refdist	0.581126309662398	0.0096566428336116	0.837747380675204	1
mild constipation	severe change in appetite	refdist	0.486284650068614	0.012417536992569	0.972569300137228	-1
mild generalized pain	severe memory problems	refdist	0.631361483207144	0.00898591857404104	0.737277033585712	1
mild rash	mild change in weight	refdist	0.452151791015239	0.012341366815314	0.904303582030477	-1
mildly abnormal mole	mild dry mouth	refdist	0.402124222395023	0.00882329673305508	0.804248444790047	-1
mild generalized pain	mild difficulty seeing	refdist	0.538074966012818	0.00907149671265759	0.923850067974364	1
severe rash	severe generalized pain	refdist	0.584169052755442	0.00995407954661477	0.831661894489115	1
mild abnormal sweating	severe difficulty seeing	refdist	0.608071608771589	0.00936988103915951	0.783856782456821	1
mild localized numbness	severe abnormal bruising	refdist	0.53816261900136	0.00971630844810117	0.92367476199728	1
mild localized bleeding	mild slurred speech	refdist	0.548968525354576	0.00896493343667208	0.902062949290849	1
mild memory problems	mild difficulty seeing	refdist	0.571916067612201	0.00944463202273339	0.856167864775597	1
severe headache	severe change in weight	refdist	0.552587571739561	0.0126398651731371	0.894824856520879	1
severe slurred speech	severe change in appetite	refdist	0.561622867228868	0.00923045116205989	0.876754265542263	1
severe rash	severe localized pain	refdist	0.586448735542051	0.00964762427264359	0.827102528915899	1
mild skin discoloration	severe generalized pain	refdist	0.566829481452709	0.00946002056889705	0.866341037094581	1
mild memory problems	severe rash	refdist	0.560492844540286	0.0097827702475578	0.879014310919427	1
mild rash	severe localized pain	refdist	0.580355812585768	0.00924209023398688	0.839288374828465	1
mild abnormal bruising	mild daytime drowsiness	refdist	0.439377380489701	0.00943355322817245	0.878754760979402	-1
mild difficulty seeing	mild change in appetite	refdist	0.498771462171697	0.00904152097155708	0.997542924343395	-1
severe dry mouth	severe sneezing	refdist	0.455527195027195	0.00897873822170926	0.91105439005439	-1
mild dry mouth	mild headache	refdist	0.414484022740639	0.00965483408732932	0.828968045481278	-1
severe difficulty seeing	severe daytime drowsiness	refdist	0.626797166149068	0.00876097864702222	0.746405667701863	1
mild abnormal sweating	mild headache	refdist	0.445918543176033	0.00901501017643869	0.891837086352066	-1
severe localized pain	severe fever	refdist	0.600966078431373	0.00915706566021478	0.798067843137255	1
severe dry mouth	severe change in appetite	refdist	0.480035490196078	0.0124255011850722	0.960070980392157	-1
severe sneezing	severe slurred speech	refdist	0.556198989506413	0.0094220406878761	0.887602020987174	1
mild slurred speech	severe rash	refdist	0.515085081356597	0.0102795733071452	0.969829837286807	1
severe coughing	severe difficulty breathing	refdist	0.636840202177294	0.00849430756788971	0.726319595645412	1
mild localized pain	severe skin discoloration	refdist	0.503136999611349	0.00921618101702758	0.993726000777303	1
mild difficulty seeing	severe headache	refdist	0.571444488034523	0.0135017332266008	0.857111023930953	1
mild sneezing	severe difficulty seeing	refdist	0.592461060400078	0.00882419409484338	0.815077879199845	1
mild skin discoloration	mild abnormal bruising	refdist	0.428200698757764	0.00987175122829187	0.856401397515528	-1
mild eye irritation	severe localized numbness	refdist	0.54223537414966	0.0096286126472619	0.91552925170068	1
mild high blood pressure	mild headache	refdist	0.510402154750245	0.009403974938616	0.97919569049951	1
mild change in appetite	severe diarrhea	refdist	0.505927326150832	0.0090197739579869	0.988145347698335	1
mild eye irritation	severe dry mouth	refdist	0.46532193510783	0.00886247475289467	0.93064387021566	-1
mild generalized pain	severe difficulty sleeping	refdist	0.601850514463211	0.00908911176896258	0.796298971073578	1
mild memory problems	severe slurred speech	refdist	0.579225762580144	0.00913758134908262	0.841548474839712	1
mild diarrhea	severe rash	refdist	0.523214944106688	0.00999406293206553	0.953570111786625	1
mild sneezing	severe headache	refdist	0.538090392156863	0.0121145598154547	0.923819215686275	1
mild dizziness	severe sneezing	refdist	0.487009514563107	0.00906670015240359	0.974019029126214	-1
mild rash	mild localized pain	refdist	0.494442854342286	0.00921555915819249	0.988885708684572	-1
mild localized bleeding	mild difficulty sleeping	refdist	0.551742662779397	0.00960148343293956	0.896514674441205	1
mild localized numbness	severe diarrhea	refdist	0.541843361801242	0.00952553946011281	0.916313276397515	1
mild memory problems	severe change in weight	refdist	0.553213291511468	0.00973356374627499	0.893573416977063	1
mild daytime drowsiness	severe difficulty seeing	refdist	0.611131584062196	0.00907895824018886	0.777736831875607	1
mild coughing	severe high blood pressure	refdist	0.562122841063458	0.00911900488769347	0.875754317873084	1
severely abnormal mole	severe difficulty sleeping	refdist	0.59118882204541	0.00978762499908471	0.817622355909179	1
mild localized pain	severe rash	refdist	0.500568319937267	0.00994001771987636	0.998863360125466	1
mild daytime drowsiness	mild change in appetite	refdist	0.435163953716415	0.00900854152754795	0.87032790743283	-1
mild generalized pain	mild slurred speech	refdist	0.521466601941748	0.00922716593998894	0.957066796116505	1
severe change in appetite	severe change in weight	refdist	0.478827825054423	0.0131059362570608	0.957655650108846	-1
mild difficulty breathing	severe constipation	refdist	0.586415127357573	0.00909446553222896	0.827169745284853	1
mildly abnormal mole	severe eye irritation	refdist	0.498409558966388	0.00939813793343766	0.996819117932776	-1
mild localized pain	severe diarrhea	refdist	0.542684854368932	0.00938128825178149	0.914630291262136	1
severe skin discoloration	severe change in weight	refdist	0.490259607843137	0.00949112789957019	0.980519215686275	-1
mild abnormal sweating	severe localized bleeding	refdist	0.605597012029492	0.00911252700723419	0.788805975941017	1
mild daytime drowsiness	severe change in weight	refdist	0.450986465280502	0.0122716555769309	0.901972930561004	-1
mild dizziness	mild change in appetite	refdist	0.46082624877571	0.00904054546345399	0.92165249755142	-1
mild change in weight	severe localized numbness	refdist	0.5329280109847	0.0094078562081201	0.9341439780306	1
mild abnormal sweating	severely abnormal mole	refdist	0.46151095598216	0.00873036945671403	0.92302191196432	-1
mild eye irritation	severe difficulty hearing	refdist	0.581859972810254	0.00957829691908633	0.836280054379491	1
severe difficulty seeing	severe difficulty breathing	refdist	0.656028149873811	0.00861618760881836	0.687943700252378	1
mild dry mouth	severe difficulty hearing	refdist	0.56960147601476	0.0089685829938904	0.86079704797048	1
mild rash	severe diarrhea	refdist	0.532896139525769	0.00976272407262054	0.934207720948462	1
severe eye irritation	severe difficulty hearing	refdist	0.594308618012422	0.00917696955535346	0.811382763975155	1
mild constipation	mild localized bleeding	refdist	0.541488638570596	0.00942853477416119	0.917022722858807	1
severe eye irritation	severe change in appetite	refdist	0.519748921991376	0.00930539588626961	0.960502156017248	1
mild change in weight	severe change in appetite	refdist	0.473522866759058	0.0129373564376859	0.947045733518115	-1
mild fever	severe localized numbness	refdist	0.543772352941176	0.00912449959734643	0.912455294117647	1
mild localized numbness	severe coughing	refdist	0.541953131077402	0.00961361465992507	0.916093737845196	1
mild rash	severe coughing	refdist	0.532807224185316	0.00975802275003898	0.934385551629368	1
mild high blood pressure	mild localized bleeding	refdist	0.550143106796117	0.00948223066031563	0.899713786407767	1
mildly abnormal mole	severe difficulty hearing	refdist	0.564378472896833	0.00923704509011847	0.871243054206334	1
mild localized bleeding	severe localized pain	refdist	0.59983738099864	0.00927782476406411	0.80032523800272	1
mild localized numbness	severe generalized pain	refdist	0.587217019623081	0.00959006028589287	0.825565960753837	1
mild dizziness	severe difficulty hearing	refdist	0.587003881234233	0.00860042562106837	0.825992237531535	1
mild difficulty breathing	mild daytime drowsiness	refdist	0.566964209297802	0.00925131329902252	0.866071581404396	1
mild slurred speech	severe generalized pain	refdist	0.590440147687524	0.00934559470439716	0.819119704624951	1
mild localized bleeding	severe diarrhea	refdist	0.554925631067961	0.00906650473844939	0.890148737864078	1
mild abnormal bruising	mild eye irritation	refdist	0.460777346026812	0.00898564440802649	0.921554692053624	-1
mild memory problems	severely abnormal mole	refdist	0.556556871118012	0.00966687448022619	0.886886257763975	1
mild fever	mild headache	refdist	0.46814141613924	0.0127048675210552	0.936282832278481	-1
severe skin discoloration	severe difficulty sleeping	refdist	0.597976296871964	0.00920234858380494	0.804047406256071	1
mild slurred speech	severe change in weight	refdist	0.506854174833399	0.00920042408033091	0.986291650333203	1
mild localized numbness	severe high blood pressure	refdist	0.57490516906335	0.00947094829670697	0.8501896618733	1
mild high blood pressure	mild generalized pain	refdist	0.525070056277896	0.00904086800944844	0.949859887444207	1
mild localized numbness	mild headache	refdist	0.4923029590437	0.00921689734578418	0.9846059180874	-1
mild difficulty seeing	severely abnormal mole	refdist	0.527100368860415	0.00974435876020536	0.945799262279169	1
mild rash	mild daytime drowsiness	refdist	0.459505100039231	0.0125848496311555	0.919010200078462	-1
mild abnormal bruising	severe difficulty hearing	refdist	0.575087944088526	0.00911762058152083	0.849824111822947	1
severe headache	severe daytime drowsiness	refdist	0.571639427787576	0.0127896250119603	0.856721144424848	1
mild slurred speech	severe difficulty breathing	refdist	0.630892059794215	0.00919063082130708	0.738215880411571	1
mild change in weight	severe abnormal bruising	refdist	0.520622597096901	0.00936710408601673	0.958754805806199	1
mild difficulty seeing	severe localized bleeding	refdist	0.624209749465916	0.00925142670056887	0.751580501068169	1
mild fever	severe difficulty breathing	refdist	0.621673589341693	0.00887327800778048	0.756652821316614	1
mild constipation	severe difficulty hearing	refdist	0.585112965838509	0.0089662356367211	0.829774068322981	1
mild headache	severe constipation	refdist	0.5385549892178	0.0094289239796824	0.922890021564399	1
severe skin discoloration	severe fever	refdist	0.54881169085916	0.0128557177728474	0.902376618281679	1
mild eye irritation	mild headache	refdist	0.462922368163105	0.00963291690912651	0.92584473632621	-1
mild skin discoloration	severely abnormal mole	refdist	0.453425606207565	0.00909375836584769	0.906851212415131	-1
severely abnormal mole	severe constipation	refdist	0.542676179382644	0.00940074952573207	0.914647641234712	1
mild change in appetite	severe dizziness	refdist	0.515694646009021	0.00935931087106283	0.968610707981957	1
mild abnormal sweating	severe change in appetite	refdist	0.478520376175549	0.0135663506885746	0.957040752351097	-1
mild skin discoloration	severe rash	refdist	0.470492358934169	0.0128094241842413	0.940984717868339	-1
mild diarrhea	severe abnormal sweating	refdist	0.529199027237354	0.00938174475085045	0.941601945525292	1
mild headache	severe abnormal sweating	refdist	0.503552109911678	0.00940958339622969	0.992895780176644	1
mild abnormal sweating	mild fever	refdist	0.467839600470035	0.0124519809972552	0.93567920094007	-1
severe dry mouth	severe difficulty breathing	refdist	0.617349572981367	0.009106529687991	0.765300854037267	1
mild dry mouth	severe change in appetite	refdist	0.470987249901922	0.0122153995885669	0.941974499803845	-1
mild high blood pressure	mild change in weight	refdist	0.505442092886537	0.00926545876897688	0.989115814226925	1
mild change in weight	severe abnormal sweating	refdist	0.498442568230905	0.00925481136467035	0.99688513646181	-1
mild rash	severe headache	refdist	0.555769398258116	0.011987238347384	0.888461203483769	1
mild abnormal sweating	severe rash	refdist	0.478990990990991	0.0128047268237743	0.957981981981982	-1
mild dizziness	severely abnormal mole	refdist	0.488951503394762	0.00942712460346699	0.977903006789525	-1
mild generalized pain	mild dizziness	refdist	0.514290122258878	0.00896624532713903	0.971419755482243	1
mild dizziness	severe high blood pressure	refdist	0.572102564102564	0.00974964404093928	0.855794871794872	1
severe localized bleeding	severe headache	refdist	0.631925700842972	0.00992176054651051	0.736148598314056	1
mild abnormal bruising	severe difficulty sleeping	refdist	0.584800582524272	0.00911407455100258	0.830398834951456	1
mild dizziness	severe dry mouth	refdist	0.486991071428571	0.00900837678334802	0.973982142857143	-1
severe abnormal bruising	severe difficulty sleeping	refdist	0.60717330483777	0.00967049691146151	0.785653390324461	1
severe dizziness	severe change in weight	refdist	0.540545115731659	0.00998569854167994	0.918909768536681	1
mild abnormal sweating	severe sneezing	refdist	0.456254464285714	0.00875011782831991	0.912508928571429	-1
mild abnormal sweating	severe abnormal bruising	refdist	0.526244030285381	0.00949626987384018	0.947511939429237	1
mild change in weight	severe high blood pressure	refdist	0.55769374141652	0.0098786765302373	0.884612517166961	1
mild memory problems	mild difficulty hearing	refdist	0.567750728579755	0.00920080105043026	0.86449854284049	1
mild fever	severe abnormal sweating	refdist	0.48254857703631	0.0122746573475622	0.96509715407262	-1
mild abnormal bruising	severely abnormal mole	refdist	0.459087327770231	0.00904327207457981	0.918174655540462	-1
mild generalized pain	mild sneezing	refdist	0.489044263249854	0.00909603665191903	0.978088526499709	-1
mild change in appetite	severe sneezing	refdist	0.432089964719718	0.00879484809021609	0.864179929439436	-1
mild slurred speech	severe coughing	refdist	0.545092588990469	0.00963287403590958	0.909814822019062	1
mild skin discoloration	mild constipation	refdist	0.466987191927033	0.00948471034414397	0.933974383854066	-1
mild difficulty sleeping	severe difficulty hearing	refdist	0.595488733488733	0.00933381597298165	0.809022533022533	1
mild abnormal sweating	severe eye irritation	refdist	0.511917943743938	0.00901867148698203	0.976164112512124	1
mild difficulty hearing	severe abnormal sweating	refdist	0.522575875486381	0.00907600098061692	0.954848249027237	1
mild skin discoloration	mild difficulty sleeping	refdist	0.510590988541464	0.00974726978268215	0.978818022917071	1
mild high blood pressure	mildly abnormal mole	refdist	0.497604506604507	0.00934838386382771	0.995209013209013	-1
mild skin discoloration	severe change in weight	refdist	0.438677375122429	0.0129977548727162	0.877354750244858	-1
mild abnormal bruising	severe coughing	refdist	0.527607156748347	0.00894705697608915	0.944785686503306	1
mild localized pain	severe generalized pain	refdist	0.586988534784298	0.00914767107075208	0.826022930431403	1
mild sneezing	severe slurred speech	refdist	0.53826024470771	0.00910988201124665	0.92347951058458	1
severe rash	severe slurred speech	refdist	0.561856078431373	0.0101250605673258	0.876287843137255	1
mild localized bleeding	severely abnormal mole	refdist	0.537903125606678	0.00981458115955244	0.924193748786643	1
mild coughing	mild daytime drowsiness	refdist	0.445556374927227	0.0090302171177514	0.891112749854454	-1
mild headache	severe localized numbness	refdist	0.537623137254902	0.00910034023717465	0.924753725490196	1
mild generalized pain	mild localized numbness	refdist	0.506623374102116	0.00932858628799647	0.986753251795768	1
mild difficulty sleeping	severe fever	refdist	0.555309790072592	0.0124417838343111	0.889380419854817	1
mild sneezing	severe fever	refdist	0.52168849245246	0.0119473169410474	0.956623015095079	1
severe localized numbness	severe difficulty breathing	refdist	0.638483589046417	0.0093866389215802	0.723032821907166	1
mild sneezing	severe generalized pain	refdist	0.560637847289683	0.00902427783474588	0.878724305420633	1
mild skin discoloration	severe dizziness	refdist	0.531690365190365	0.0100423903883998	0.93661926961927	1
mild difficulty sleeping	severe difficulty seeing	refdist	0.626176642052079	0.00924682869245573	0.747646715895842	1
severe diarrhea	severe dizziness	refdist	0.553922867689916	0.00911828676624952	0.892154264620167	1
mild dry mouth	mild difficulty breathing	refdist	0.555813144079331	0.00913789952285115	0.888373711841338	1
mild change in weight	severely abnormal mole	refdist	0.456039576802508	0.00952621224923824	0.912079153605016	-1
severe generalized pain	severe difficulty seeing	refdist	0.640144383987563	0.00900824907277599	0.719711232024874	1
mild skin discoloration	mild rash	refdist	0.44807131661442	0.0130788258683492	0.89614263322884	-1
mild diarrhea	severe constipation	refdist	0.555436734693878	0.00938487779251588	0.889126530612245	1
severe sneezing	severe headache	refdist	0.555057277363672	0.0125604373327693	0.889885445272656	1
mild fever	mild daytime drowsiness	refdist	0.471734013338564	0.0124603266091715	0.943468026677128	-1
mild diarrhea	mild daytime drowsiness	refdist	0.517942640482209	0.00927379046893011	0.964114719035582	1
mild high blood pressure	severe change in weight	refdist	0.510872673849167	0.00937419227061677	0.978254652301665	1
severe high blood pressure	severe fever	refdist	0.567171114599686	0.0121483416861333	0.865657770800628	1
severe eye irritation	severe difficulty sleeping	refdist	0.603179576781207	0.00911261825957647	0.793640846437585	1
severe diarrhea	severe localized numbness	refdist	0.553915129151291	0.00945406819817519	0.892169741697417	1
mild change in appetite	severe difficulty seeing	refdist	0.582519992159937	0.00887093035151536	0.834960015680125	1
mild daytime drowsiness	severe skin discoloration	refdist	0.49324246548707	0.00950653410534258	0.98648493097414	-1
mild abnormal sweating	mild difficulty seeing	refdist	0.523528338509317	0.00914192169128002	0.952943322981366	1
mild difficulty sleeping	severe coughing	refdist	0.539338198093014	0.0093366424545706	0.921323603813972	1
severe skin discoloration	severe change in appetite	refdist	0.498287759905845	0.00932480430634454	0.996575519811691	-1
severe daytime drowsiness	severe slurred speech	refdist	0.550059794214716	0.00936301501140867	0.899880411570569	1
mild skin discoloration	mild difficulty hearing	refdist	0.499766213592233	0.00959952251313249	0.999532427184466	-1
mild skin discoloration	severe difficulty hearing	refdist	0.569158354356685	0.00928830867323226	0.861683291286629	1
severe high blood pressure	severe headache	refdist	0.581630298273155	0.0120202199574301	0.836739403453689	1
mild change in weight	severe headache	refdist	0.547455949316967	0.012529568155634	0.905088101366066	1
mild abnormal sweating	mild change in appetite	refdist	0.421961229684746	0.00869021712030048	0.843922459369493	-1
mild skin discoloration	mild daytime drowsiness	refdist	0.45174087024087	0.009331367276521	0.90348174048174	-1
mild slurred speech	severe difficulty sleeping	refdist	0.601814332880171	0.00914975933800093	0.796371334239658	1
severe constipation	severe difficulty sleeping	refdist	0.609977078477078	0.00915696722359157	0.780045843045843	1
severe localized bleeding	severe eye irritation	refdist	0.622205745341615	0.00918089337926009	0.75558850931677	1
mild diarrhea	mild eye irritation	refdist	0.519010884353742	0.00961449697320884	0.961978231292517	1
